Codigo,Descripcion,Categoria,StockPrincipal,StockProduccion,StockTransformacion,CantidadPorCaja,NumeroCajas,Ubicacion,FechaExpedicion,DiasParaExpirar,FechaExpiracion,Proveedor,UltimaOrden,Detalles,Id,StockMinimo,StockMaximo,VidaUtilMeses,Notas,LotesJson
18-ROSE-PCI-10-42,ROSETTE PYRAMIDAL FINI ETAIN 1 PATTE,CHANTIER,547.0,0,0,0,0,,,,,,,,193,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-PCI-20-40,ROSETTE PYRAMIDAL NATUREL 2 PATTES,CHANTIER,3413.0,0,0,0,0,,,,,,,,194,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-PCI-20-41 (E81012 2P),ROSETTE PYRAMIDAL FINI ANTIQUE BRONZE 2 PATTES,CHANTIER,5246.0,0,0,0,0,,,,,,,,195,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-PCI-20-42,ROSETTE PYRAMIDAL FINI ETAIN 2 PATTES,CHANTIER,1062.0,0,0,0,0,,,,,,,,196,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-PCI-30-40,ROSETTE PYRAMIDAL NATUREL 3 PATTES,CHANTIER,2878.0,0,0,0,0,,,,,,,,197,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-PCI-30-41,ROSETTE PYRAMIDAL FINI ANTIQUE BRONZE 3 PATTES,CHANTIER,273.0,0,0,0,0,,,,,,,,198,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-PCI-30-42,ROSETTE PYRAMIDAL FINI ETAIN 3 PATTES,CHANTIER,497.0,0,0,0,0,,,,,,,,199,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-PCI-40-40,ROSETTE PYRAMIDAL NATUREL 4 PATTES,CHANTIER,3382.0,0,0,0,0,,,,,,,,200,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-PCI-40-41 (E81012 4P),ROSETTE PYRAMIDAL FINI ANTIQUE BRONZE 4 PATTES,CHANTIER,6658.0,0,0,0,0,,,,,,,,201,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-PCI-40-42,ROSETTE PYRAMIDAL FINI ETAIN 4 PATTES,CHANTIER,805.0,0,0,0,0,,,,,,,,202,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
B455.40.30.N (2 PATTES AB),ROSETTE SPECIAL PESSANT FINI ANTIQUE BRONZE 2 PATTES,CHANTIER,454.0,0,0,0,0,,,,,,,,203,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
B455.40.40.N    (18-ROSE-FCI-05-41),ROSETTE FLORAL ANCIENE,CHANTIER,1051.0,0,0,0,0,,,,,,,,204,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
B455.40.50.N,ROSETTE ANGULAR,CHANTIER,281.0,0,0,0,0,,,,,,,,205,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
B456.35.00.N,ROSETTE DE CRYPT TORCHE CARREE BRONZE,CHANTIER,509.0,0,0,0,0,,,,,,,,206,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
BJ1125 (E-81003),ROSETTE RONDE,CHANTIER,2982.0,0,0,0,0,,,,,,,,207,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
BJ1128 (E-81011),ROSETTE RONDE,CHANTIER,12580.0,0,0,0,0,,,,,,,,208,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TAPE88101,ROULEAU DE TAPE BLEU DE LEDS,ELECTRIQUE,2.0,0,0,0,0,,,,,,,,209,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-VISFIN Desormeau Vbpcz100075,"VIS A BOIS T. PLATE. PR. CARREE ZINC # 10-13 X 3/4""",FINITION,17426.0,0,0,0,0,,,,,,,,210,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
DR55.40.05 YVES LÉGARÉ,ROSETTE YVES LÉGARÉ,CHANTIER,1493.0,0,0,0,0,,,,,,,,211,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
DRB1012.10BRZ (C81012.1P),ROSETTE,CHANTIER,82.0,0,0,0,0,,,,,,,,212,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
DSUPPORTALU.,ROSETTE,CHANTIER,451.0,0,0,0,0,,,,,,,,213,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
DSUPPORTTYPE2.,ROSETTE SUPPORT,CHANTIER,432.0,0,0,0,0,,,,,,,,214,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
E81011.PV,ROSETTE DE CRYPT,CHANTIER,159.0,0,0,0,0,,,,,,,,215,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
SB81003,ROSETTE?,CHANTIER,1731.0,0,0,0,0,,,,,,,,216,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-WIRE1,ELECTRIQUE LLS,CHANTIER/ELECTRIQUE,0.0,0,0,0,0,,,,,,,,217,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-REVOLUTION / SPARE2,DISQUE A ABRASIF 80+,USINE,45.0,0,0,0,0,,,,,,,,218,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-SAFETY / TOOL16,KNEELING MAT,USINE,5.0,0,0,0,0,,,,,,,,219,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PLASTIC / ACCESORY4,LITTLE BROWN PLASTIC PLUG,CHANTIER,933.0,0,0,0,0,,,,,,,,220,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PLASTIC/ ACCESORY5,LITTLE BLACK PLASTIC PLUG,CHANTIER,8787.0,0,0,0,0,,,,,,,,221,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PLASTIC / ACCESORY6,LITTLE GRAY PLASTIC PLUG,CHANTIER,950.0,0,0,0,0,,,,,,,,222,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PLASTIC / ACCESORY7,LITTLE GREEN PLASTIC PLUG,CHANTIER,900.0,0,0,0,0,,,,,,,,223,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PLASTIC / ACCESORY8,LITTLE RED PLASTIC PLUG,CHANTIER,1620.0,0,0,0,0,,,,,,,,224,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PLASTIC/ ACCESORY9,DUCT TAPE GRIS 24mm,USINE,9.0,0,0,0,0,,,,,,,,225,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-JUMP-COU-01-SE,"JUMPER COURT - 1""",CHANTIER/ELECTRIQUE,2666.0,0,0,0,0,,,,,,,,226,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-FOMT-14S-37-NO,"FOAMTAPE 1/4"" X 9/32 X 37.5'",EXTRUSION,109237.0,0,0,0,0,,,,,,,,227,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-FDMD-008-20-SE /FD-8-20-B-MM,"BULLET CONNECTOR MOLEX COURT -8""",EXTRUSION/ELECTRIQUE,570.0,0,0,0,0,,,,,,,,228,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-FDMD-024-20-SE/ FD-20-20-B-MM,"BULLET CONNECTOR MOLEX LONG- 24""",FINITION/ELECTRIQUE,330.0,0,0,0,0,,,,,,,,229,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PROTECTION /PLASTIC11,HEADGEAR WITH FACESHIELD/CASQUE ET VISIERE,USINE,15.0,0,0,0,0,,,,,,,,230,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PLASTIC10,CACHE FILS ROND 5',USINE/CHANTIER,22.637836666666647,0,0,0,0,,,,,,,,231,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-FILY-COU-04-NO,"FILS ""Y"" - 4""-6""- RONDELLE",CHANTIER/ELECTRIQUE,27.0,0,0,0,0,,,,,,,,232,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-FILY-MED-12-NO,"FILS ""Y"" -12"" -12"" - NICHE CONCAVE OU DIAMANT",CHANTIER/ELECTRIQUE,141.0,0,0,0,0,,,,,,,,233,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-FILY-LON-18-NO,"FILS ""Y"" -18""-34""-NICHE A COTE D'ACLOVE",CHANTIER/ELECTRIQUE,14.0,0,0,0,0,,,,,,,,234,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-FDFF-012-18-SE/ FD-12S-18-MF-11,"CONNECTEUR VERTICAL MOLEX 11 SORTIES @12""(HARNESS)",CHANTIER/ELECTRIQUE,42.0,0,0,0,0,,,,,,,,235,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-FDMF-144-18-SE /FD-144-18-MM-MF,"LEAD MOLEX- 12'-0"" (144"")",CHANTIER,29.0,0,0,0,0,,,,,,,,236,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL3,MECHE 29,USINE,40.0,0,0,0,0,,,,,,,,237,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-FDFF-112-18-SE14,"CONNECTEUR VERTICAL MOLEX 14 SORTIES @12""",CHANTIER/ELECTRIQUE,1.0,0,0,0,0,,,,,,,,238,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-WIRE2,CLASS 2 TRANSFORMER(PETITES BOITES BLANCHES),CHANTIER/ELECTRIQUE,1.0,0,0,0,0,,,,,,,,239,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PROTECTION /PLASTIC12,FACESHIELD/VISIERE,USINE,22.0,0,0,0,0,,,,,,,,240,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-METAL15,"ROD S/S 1/2"" X 11""",CHANTIER,3.0,0,0,0,0,,,,,,,,241,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL4,IMPACT BIT SQUARE SQ2,USINE,19.0,0,0,0,0,,,,,,,,242,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PINCE1,QUICK ADJUST WIRE STRIPPER,USINE,4.0,0,0,0,0,,,,,,,,243,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TAPE9,TAPE  DE ETIQUETE FRAGILE,USINE,1.0,0,0,0,0,,,,,,,,244,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITT1251,LOCK WASHERS 3/4 RONDELLES RESSORT,CHANTIER,24.0,0,0,0,0,,,,,,,,245,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-ACCESORY/SPARE,NUTSET WITH MAGNET 5/16 X 1-7/8,FINITION,23.0,0,0,0,0,,,,,,,,246,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PINCE2,PINCE A COUPER DES FILS/WIRE CUTTERS,USINE/ELECTRIQUE,4.0,0,0,0,0,,,,,,,,247,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PINCE3,"4-1/2"" LONG NOSE PLIER",USINE,1.0,0,0,0,0,,,,,,,,248,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE5,MECHE 7/32,USINE,24.0,0,0,0,0,,,,,,,,249,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL17,DEBURRING SYSTEM,USINE,12.0,0,0,0,0,,,,,,,,250,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-WIRE3,ANCIEN TRANSFO MARCUS MC150B 150VA 60Hz,ELECTRIQUE,3.0,0,0,0,0,,,,,,,,251,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL18,GUN A SILICONE,USINE,1.0,0,0,0,0,,,,,,,,252,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE6,IMPACT BIT SQUARE SQ3,USINE,42.0,0,0,0,0,,,,,,,,253,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-BAKH-024-01,CROCHET DE ALUMINIUM,ASSEMBLAGE,539.0,0,0,0,0,,,,,,,,254,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-FGRI-LON-MF-GR,ROULEAUX DE FILS ELECTRIQUE,USINE/ELECTRIQUE,148764.0,0,0,0,0,,,,,,,,255,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-WIRE5,"CONNECTEUR VERTICAL MOLEX  22 SORTIES @12""(HARNESS)",CHANTIER/ELECTRIQUE,1.0,0,0,0,0,,,,,,,,256,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-FDFF-100-12-SE,"CONNECTEUR VERTICAL MOLEX 100 SORTIES @12""(HARNESS)",CHANTIER/ELECTRIQUE,1.2199999999999995,0,0,0,0,,,,,,,,257,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE8 Desormeau 6scocn8320038,#8-32 UNC X 3/8 VIS D'ARRET A 6 P/C PTE CONIQUE NOIR,EXTRUSION,5000.0,0,0,0,0,,,,,,,,258,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PROTECTION13,GANTS BLEU NITRILE/ BLUE NITRILE GLOVES MEDIUM,USINE,85.0,0,0,0,0,,,,,,,,259,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-UNION-12-MM,"RALLONGE DE TRASNFO 12"" M-M",CHANTTIER/ELECTRIQUE,0.0,0,0,0,0,,,,,,,,260,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL19,SILVER BLACK CENTER PUNCHWITH TIPS,USINE,3.0,0,0,0,0,,,,,,,,261,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-GLUE1,WOOD GLUE- COLLE A BOIS 150 ML,USINE,1.0,0,0,0,0,,,,,,,,262,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-GLUE2,SUPER GLUE - SUPER COLLE 20 ML,USINE,6.0,0,0,0,0,,,,,,,,263,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE9,"#8-32 UNC X 0.217"" SHORT LGT BRASS PLAIN (REPARATION D'EXTRUTION)",USINE/EXTRUTION,700.0,0,0,0,0,,,,,,,,264,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE7,MECHE 1/8,USINE,0.0,0,0,0,0,,,,,,,,265,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE8,MECHE LONG 1/4,USINE,3.0,0,0,0,0,,,,,,,,266,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE9,MECHE 10-24 UNC H3 2 FLUTE DRILL'N'TAP,USINE,30.0,0,0,0,0,,,,,,,,267,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE10,MECHE BLUE WIZARD 10-24,USINE,5.0,0,0,0,0,,,,,,,,268,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE11,MECHE ANSI STUB DRILL # 25,USINE,26.0,0,0,0,0,,,,,,,,269,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE12,TAP MECHE BLUE MERLIN 8-32,USINE,15.0,0,0,0,0,,,,,,,,270,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE13,TAP MECHE BLUE MERLIN 10-24,USINE,19.0,0,0,0,0,,,,,,,,271,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE14,MECHE #8-32 UNC H3 2 FLUTE DRILL'N'TAP,USINE,30.0,0,0,0,0,,,,,,,,272,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE15,MECHE ANSI STUB DRILL # 29,USINE,42.0,0,0,0,0,,,,,,,,273,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE16,"HSS SPIRAL POINT TAP 1/4""-20",USINE,6.0,0,0,0,0,,,,,,,,274,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE17,TAP MECHE BLUE MERLIN 1/4-20,USINE,4.0,0,0,0,0,,,,,,,,275,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-SCIE/SPARE7,BI-METAL JIGSAW BLADES/LAMES DE SCIE SAUTEOUSE BIMETALLIQUES,USINE,3.0,0,0,0,0,,,,,,,,276,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE18,# 29 HSS JOBBER DRILL(PLUS LONG),USINE,2.0,0,0,0,0,,,,,,,,277,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE19,5/16 HSS JOBBER DRILL SPLIT POINT BLACK AND GOLD,USINE,10.0,0,0,0,0,,,,,,,,278,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE20,MECHE 27,USINE,12.0,0,0,0,0,,,,,,,,279,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE21,HSS DRILL FORET 7/32,USINE,1.0,0,0,0,0,,,,,,,,280,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE22,"MECHE BOSCH 1/8"" GOLD",USINE,1.0,0,0,0,0,,,,,,,,281,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE23,"MECHE BOSCH 5/64""",USINE,1.0,0,0,0,0,,,,,,,,282,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL20,ALLEN KEYS,USINE,9.0,0,0,0,0,,,,,,,,283,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL24,COBALT JOBBER DRILL SPLIT POINT BLACK AND GOLD # 36,USINE,0.0,0,0,0,0,,,,,,,,284,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-SPARE1,SNAP-OFF BLADES/LAMES SECABLES,USINE,180.0,0,0,0,0,,,,,,,,285,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL21,TAPE MESURE & SPEED TAPE,USINE,4.0,0,0,0,0,,,,,,,,286,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL22,SUCE NOIR(VENTOUSE),USINE,55.0,0,0,0,0,,,,,,,,287,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL23,WIRE STRIPPING TOOL,USINE,1.0,0,0,0,0,,,,,,,,288,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
